full_id,direction,longitude,latitude
n9688026142,backward,13.585048,52.4664683
n9552374543,forward,13.5048609,52.5966487
n4362395231,forward,13.3800376,52.5327558
n8525657765,backward,13.55891,52.5317674
n9523365151,backward,13.4869428,52.6174917
n10558808685,backward,13.3219334,52.5176593
n10586923576,forward,13.4153717,52.5440979
n11299114418,forward,13.4896541,52.4679099
n12155688368,forward,13.5542912,52.4476191
n10556297499,forward,13.7177592,52.4369551
n9655236438,forward,13.5440545,52.4279493
n10217059253,forward,13.4904897,52.5147284
n8529402724,forward,13.5190015,52.5258671
n11396807450,forward,13.3325765,52.4754266
n10062742532,forward,13.5912707,52.5078267
n10923813428,forward,13.4288984,52.5562826
n9547032727,backward,13.4317092,52.6032079
n10013401153,forward,13.4972439,52.5498518
n10572790407,forward,13.4573275,52.5314251
n10765311665,backward,13.624355,52.5162451
n8886573378,backward,13.355074,52.551673
n9676798107,forward,13.5400451,52.3966981
n10168084261,forward,13.5649516,52.493328
n10765738293,backward,13.5226201,52.4267632
n10768390665,backward,13.514782,52.4946647
n10168761570,backward,13.5960923,52.5287163
n10536545641,forward,13.4559772,52.5194459
n10295264832,backward,13.5180608,52.5749678
n10600408535,forward,13.4454076,52.5539706
n8946809555,forward,13.4357686,52.4804039
n10216714180,backward,13.4991319,52.4364487
n10536654500,backward,13.4446491,52.5243237
n10814012599,forward,13.5062482,52.4466256
n9961957523,forward,13.537034,52.5301394
n10315255371,,13.4492795,52.5372934
n10885617225,backward,13.3858501,52.5165393
n9393554855,forward,13.4130295,52.5476539
n9662360648,backward,13.188747,52.5465914
n9986355844,forward,13.5444062,52.4744114
n4276189137,backward,13.5521422,52.5493837
n265759277,forward,13.3156619,52.4820108
n10032708847,backward,13.5137009,52.5326678
n10574793497,forward,13.440977,52.5157317
n11036737931,forward,13.3838426,52.4952
n614672638,backward,13.4047382,52.5219915
n9602441684,forward,13.1414946,52.5322883
n11043256257,backward,13.1434664,52.4547017
n7650143967,forward,13.4349721,52.4709986
n7797312792,backward,13.4791515,52.6098537
n9162480484,forward,13.5425436,52.520848
n10549072879,backward,13.5879773,52.4221382
n10558514547,forward,13.4840963,52.4742196
n10576045590,backward,13.4487463,52.5532377
n2394060897,backward,13.5693734,52.4757917
n10031440219,forward,13.4242412,52.5281754
n9548787588,backward,13.270395,52.5485082
n10129626815,forward,13.6085311,52.5389807
n9523225063,backward,13.4960025,52.6259885
n10559961625,backward,13.4835856,52.480142
n10603497117,forward,13.455223,52.5512988
n10823528131,backward,13.62346,52.5103647
n10299953638,forward,13.5835093,52.4485439
n10959263331,backward,13.273264,52.5084429
n10184726526,forward,13.4962117,52.5000365
n8483674252,forward,13.5556298,52.5338597
n2430441375,backward,13.3794605,52.5064907
n8446344546,forward,13.6194949,52.5225539
n10198807061,backward,13.6599583,52.4131796
n10560775285,forward,13.4217841,52.5397875
n11118895929,backward,13.6425012,52.4245748
n11400122278,,13.3264759,52.5385299
n71225628,forward,-71.6238178,42.3573963
n10219369887,forward,13.5212965,52.5010007
n10598754214,forward,13.4387037,52.5556619
n11388085638,backward,13.3785024,52.4347699
n9665718867,backward,13.5116949,52.4453586
n9852308734,forward,13.5583195,52.5564196
n11379390971,backward,13.359637,52.42503
n11153409972,forward,13.5037361,52.5641093
n9267109704,backward,13.309193,52.6215818
n10054939869,forward,13.5908746,52.5051633
n9544315468,forward,13.5027863,52.5555557
n9985848557,forward,13.5392516,52.4761796
n10653906052,forward,13.3500038,52.5497809
n9553396973,backward,13.5802709,52.4554082
n10694211067,backward,13.4131004,52.4392345
n9556547145,backward,13.5737259,52.4849483
n10166352019,forward,13.5633005,52.4964395
n10959263333,backward,13.2686019,52.5089489
n11158312263,forward,13.2370681,52.5291777
n10030793065,backward,13.4688519,52.5316282
n10600408520,forward,13.4522372,52.5578848
n10198683803,forward,13.5925077,52.4388353
n10172984719,backward,13.600115,52.47472
n9992531279,backward,13.555683,52.5482621
n6772849602,forward,13.5413293,52.5403823
n10570227104,forward,13.4370594,52.5189783
n11133597497,forward,13.3338144,52.5215194
n3259495257,,13.4882677,52.4512515
n10222820541,backward,13.5285524,52.4125
n8511240914,backward,13.6280883,52.5395568
n10219528290,backward,13.3471591,52.4284397
n10316059908,backward,13.451914,52.5345645
n10814141033,forward,13.5051355,52.4451037
n10888856444,,13.3758631,52.4564241
n11286510415,forward,13.5884582,52.5191848
n9556632890,forward,13.5267305,52.4920478
n10610413174,,13.4124798,52.5414318
n10693195172,forward,13.4854781,52.5233127
n10316463492,forward,13.4674385,52.5142705
n10888908296,backward,13.3770564,52.4615214
n10804326450,forward,13.6431478,52.460881
n9662360693,forward,13.1865512,52.5473525
n9920603054,forward,13.6196846,52.5421866
n10170799470,backward,13.5994845,52.5242536
n8905867384,forward,13.377632,52.5564995
n8881562167,forward,13.3443774,52.5460863
n5470016542,backward,13.4780513,52.4421377
n10017646355,forward,13.5374693,52.5406228
n9489883839,forward,13.3796834,52.5213239
n9660135563,backward,13.538904,52.4342907
n10172784844,backward,13.6098589,52.493706
n4406799382,forward,13.3910944,52.5362526
n7125140036,forward,13.471033,52.5658539
n10059919808,backward,13.5608357,52.5070495
n10284168374,backward,13.3507536,52.5043935
n10188739969,forward,13.4317422,52.5151734
n10032708853,forward,13.5185757,52.5327983
n5685343496,forward,13.3490155,52.5485961
n10225143084,backward,13.4129878,52.4171595
n10542243376,backward,13.4914273,52.4914539
n2506339907,forward,13.491964,52.5415924
n10216179602,backward,13.4822854,52.4253759
n9658573685,forward,13.4296483,52.5742349
n10074526894,backward,13.3150043,52.5007137
n8788786143,backward,13.5529428,52.5158023
n10222771998,backward,13.5374716,52.41399
n11071773662,backward,13.4330819,52.4852727
n8614026186,forward,13.5477017,52.5415683
n10870389958,forward,13.4811758,52.4451245
n9644966003,forward,13.5882333,52.520784
n9553608404,backward,13.5800737,52.4590195
n9644844974,backward,13.589846,52.5149088
n8654000178,forward,13.5606176,52.4908194
n9964228800,forward,13.5497083,52.532406
n10211186903,backward,13.5009415,52.43512
n10298343099,backward,13.3708636,52.5195089
n9383799121,backward,13.5780435,52.3939277
n10175571994,backward,13.5572832,52.5072272
n10583447350,backward,13.4664286,52.5495863
n2946969103,backward,13.4222502,52.519948
n11072280148,forward,13.4375628,52.4485231
n10750623515,backward,13.4826605,52.61161
n8639715890,forward,13.5120053,52.5100851
n10593327812,backward,13.4309312,52.5128027
n10017389429,forward,13.4447118,52.5256633
n6593740066,forward,13.3635551,52.5812592
n8662690462,backward,13.5811079,52.4167842
n9962940726,forward,13.5438481,52.5109922
n10172784856,backward,13.6085271,52.4918841
n10216185585,backward,13.4732524,52.4237161
n9582200063,backward,13.2849983,52.4171704
n9733902562,forward,13.3776774,52.6040308
n9647443727,backward,13.5742426,52.5404843
n10750965601,backward,13.4739667,52.6035857
n9834967950,forward,13.2541279,52.5085312
n10286992752,backward,13.3913811,52.5122185
n11364167447,backward,13.459927,52.5088706
n564740740,,13.3688386,52.5063818
n11387517296,backward,13.410336,52.3991896
n9489645213,backward,13.593891,52.4458204
n10188042835,backward,13.4587898,52.511343
n6479140657,backward,13.372208,52.4845447
n10316404939,forward,13.4675332,52.5146231
n9567416979,forward,13.5762914,52.4923416
n8375472908,backward,13.4745393,52.4087509
n10042261437,backward,13.4974572,52.5437347
n10542357600,forward,13.5148681,52.4826443
n8701377755,forward,13.4250224,52.5410018
n9336735842,forward,13.4571234,52.5178389
n9977903722,forward,13.5231095,52.544491
n9963661674,forward,13.5442617,52.5261175
n8664475697,forward,13.4274615,52.5622024
n8517798309,forward,13.2876382,52.6329877
n10224844748,forward,13.4025855,52.426772
n9988954893,forward,13.5275292,52.4916763
n10813862373,forward,13.5096472,52.4964318
n11009980837,forward,13.5208127,52.4340602
n9956029390,forward,13.5928412,52.5474233
n11064319033,forward,13.3109925,52.4961638
n11509960901,backward,13.2849353,52.4481823
n10745128951,backward,13.5314496,52.4345557
n2088354762,forward,13.3707085,52.5234864
n8483674266,forward,13.5595057,52.5339853
n10010420051,forward,13.5582896,52.4556365
n11064249995,backward,13.3053004,52.5112753
n11400907650,forward,13.5176086,52.4713283
n10041420000,backward,13.4921002,52.5440719
n9667266585,forward,13.6153854,52.5317434
n10225143088,backward,13.4169607,52.4180959
n4406799386,backward,13.3482217,52.5411839
n9383793514,backward,13.5748569,52.3974522
n10211110893,forward,13.4954861,52.4315776
n343381657,forward,13.5361873,52.5390001
n10216733316,forward,13.5005073,52.447442
n10994893969,,13.3887562,52.5695092
n10679689069,forward,13.5634641,52.4456045
n10679663152,forward,13.5760545,52.4545976
n11419373653,backward,13.333788,52.5906291
n10593366426,forward,13.4370098,52.5070817
n10769096907,forward,13.5267767,52.4855305
n11986923714,backward,13.4623763,52.5940268
n10773447450,forward,13.3940776,52.5321153
n10316164821,forward,13.4580657,52.5254666
n10033888251,backward,13.5636493,52.561093
n9544315490,forward,13.5022267,52.5566313
n6763964509,,13.3435546,52.4783607
n8919985368,forward,13.3568312,52.4056706
n10599471619,backward,13.4562517,52.5601354
n3263667201,forward,13.4527066,52.4879747
n9660692308,forward,13.5367004,52.4358459
n9963189243,forward,13.5403008,52.5255918
n11064449364,backward,13.3117997,52.4970185
n10015404238,forward,13.5053072,52.5627818
n10771343086,forward,13.3974976,52.5295489
n9988994339,forward,13.526358,52.4936249
n9551623996,forward,13.481039,52.6093623
n11387517271,backward,13.4111557,52.4001536
n9546624517,forward,13.3979494,52.5155573
n4313424153,backward,13.4914795,52.5362274
n8792136777,forward,13.3862135,52.4859038
n10605426164,backward,13.452727,52.548829
n10694211072,forward,13.4158546,52.4400143
n10885617223,forward,13.3857998,52.5167702
n11297329518,forward,13.4757134,52.4793387
n866692473,backward,13.517822,52.4712674
n9990649040,forward,13.5248076,52.5137529
n10057493635,backward,13.591203,52.4794015
n9557137650,backward,13.575537,52.4890182
n8579773110,forward,13.4853095,52.5158365
n10284168365,forward,13.3521363,52.5055266
n1607637679,forward,13.5306855,52.510138
n11152961642,backward,13.4352763,52.4860352
n10576111089,backward,13.4491316,52.5524815
n8512876826,backward,13.5888389,52.5455005
n10630700395,backward,13.4066523,52.5358673
n10287205945,forward,13.3891563,52.5148808
n9988702700,backward,13.5274661,52.4876497
n672790432,forward,13.3621724,52.5449484
n9961775200,forward,13.5426892,52.5436878
n10917525668,forward,-72.7657708,41.6349651
n10058956801,forward,13.5738243,52.4916646
n6615112868,forward,-71.5964693,42.3931309
n8384428584,forward,13.3074541,52.6272559
n3856654119,forward,13.3270742,52.498771
n10687514167,forward,13.5112966,52.5055556
n3138626058,forward,13.6033945,52.5185186
n11347668622,forward,13.4551728,52.5100093
n10982242903,forward,13.3180632,52.5109347
n10593120459,forward,13.4373272,52.5110386
n10713475905,backward,13.4775317,52.5606636
n10055115652,forward,13.604022,52.5098668
n1981966657,forward,13.4102261,52.5038019
n9551021063,backward,13.4667754,52.614931
n10274691275,forward,13.4702324,52.5232778
n10595712931,backward,13.4183798,52.5532896
n10584553428,backward,13.4136407,52.5575778
n10553778826,backward,13.6255397,52.4557644
n10026707850,forward,13.4950125,52.540584
n8268753235,backward,13.2918833,52.6336968
n8439733739,backward,13.6219078,52.5247295
n10883722260,forward,13.3876823,52.502876
n2021658489,forward,13.4994866,52.5367328
n9920320538,backward,13.589377,52.5279762
n9920382736,forward,13.5944644,52.5339518
n10598989280,forward,13.4541364,52.5621073
n8678010611,forward,13.4283497,52.547917
n10030793079,forward,13.4632841,52.5322749
n10294961305,backward,13.5120423,52.5754452
n8654013419,backward,13.5607864,52.4898229
n10187666034,forward,13.4917437,52.5116967
n11986939172,forward,13.4583059,52.5934707
n7683572266,backward,13.3826596,52.6296921
n10774571173,,13.392118,52.5200683
n10665503211,backward,13.3560287,52.4722685
n9973661490,forward,13.5704646,52.5420334
n8439733863,backward,13.6331689,52.5229551
n10006304612,backward,13.5241581,52.4957771
n9979996198,forward,13.5160657,52.559008
n10197564536,backward,13.3392139,52.4744915
n11009940526,forward,13.5272347,52.4378963
n10763334199,backward,13.3954845,52.5244431
n10275515003,backward,13.4772289,52.5228891
n9554572341,backward,13.5735964,52.4681471
n9696617605,backward,13.4584951,52.5555685
n10213677756,,13.593529,52.4531804
n10172850204,backward,13.6055433,52.4878071
n10010503053,backward,13.5626343,52.4462666
n9987241807,forward,13.5258809,52.4824417
n10076926708,backward,13.3158125,52.5060218
n11384900820,backward,13.3699511,52.4606129
n5548760324,backward,13.543767,52.4244688
n10221294674,backward,13.5502381,52.4032011
n10603147612,forward,13.4451752,52.5537726
n10316130226,backward,13.4583457,52.5256475
n10884300061,forward,13.4009112,52.51841
n7007132032,,13.4587536,52.5501812
n9508165196,forward,13.4289716,52.5790715
n10031695026,forward,13.4174679,52.524379
n10298192147,forward,13.3481974,52.5075321
n9961670774,forward,13.5556272,52.5588438
n10556681227,forward,13.3994506,52.5091304
n10877086876,backward,13.503829,52.497858
n10030893704,backward,13.4466147,52.5278591
n9761475983,backward,13.6014858,52.5188288
n9655236437,backward,13.5442759,52.4280675
n9544496990,forward,13.5000857,52.5617173
n9613889411,forward,13.5877773,52.5112881
n10266139782,forward,13.3312316,52.4695888
n10560332981,backward,13.4995972,52.5137313
n10224806530,backward,13.4102336,52.4302371
n10711392188,backward,13.4892112,52.5573899
n10287205954,forward,13.389178,52.5138734
n10576407777,backward,13.4653671,52.567163
n9556547121,forward,13.5687887,52.4795336
n10213580213,backward,13.6135171,52.4474166
n11133422767,backward,13.3375389,52.5197028
n11364617259,backward,13.4581721,52.4996218
n9977235678,backward,13.5083739,52.5436267
n9920382752,forward,13.5985094,52.5351076
n9981055907,forward,13.517894,52.5638856
n10017389427,forward,13.4423305,52.5250007
n10031695023,forward,13.4176235,52.5235143
n10580925541,backward,13.4948585,52.5004769
n10871432051,forward,13.4553516,52.4454293
n8878365579,forward,13.3019573,52.6429668
n9838492380,backward,13.5429368,52.4359441
n11985667296,backward,13.4943751,52.6122566
n10597908153,backward,13.415041,52.5545337
n10666207722,backward,13.467852,52.5550089
n9005003700,forward,13.1847168,52.5474056
n5687454303,,13.3418959,52.5523846
n10550598583,backward,13.6170895,52.4550881
n9853092086,forward,13.4187182,52.6056816
n9838492378,forward,13.5435069,52.4354065
n10826276016,backward,13.6064784,52.5263797
n9696617610,forward,13.4579709,52.5549043
n10055095012,backward,13.5926941,52.5102817
n3565899457,,13.4344907,52.4964076
n9383459705,backward,13.5666361,52.5343388
n8320418007,forward,13.5740932,52.527372
n9228690689,backward,13.461451,52.5120057
n11371218079,,13.4333942,52.6076542
n9837765334,forward,13.5542255,52.4476043
n10223327387,backward,13.4642718,52.425155
n11263229355,backward,13.4503047,52.4556259
n9834967953,forward,13.2510745,52.5083624
n11286588588,forward,13.3928627,52.5275514
n9893594341,forward,13.5346217,52.4606413
n9976378327,backward,13.511611,52.539036
n10561447861,backward,13.4844853,52.5139952
n9650804382,backward,13.5642966,52.4016742
n9544315460,forward,13.5026226,52.5550128
n9644845024,forward,13.5894414,52.5166353
n10286920731,forward,13.3918549,52.5103285
n9852432969,forward,13.4224837,52.6049724
n8462792369,forward,13.6465834,52.5213665
n9429827777,backward,13.5600857,52.4826813
n9676798105,forward,13.5447053,52.3991994
n10134610357,backward,13.6329812,52.5298382
n10775557747,forward,13.6261954,52.4604238
n8678010574,forward,13.4290749,52.5492464
n10585694905,forward,13.4110599,52.5541893
n10031695024,forward,13.4177815,52.5245481
n9555398935,forward,13.5724352,52.470724
n9383793515,backward,13.5751007,52.3987963
n9961957525,backward,13.5377549,52.526938
n10614372868,backward,13.4136163,52.5325485
n9596569464,backward,13.1428788,52.5324671
n9555398936,backward,13.5727211,52.4707701
n10079273471,forward,13.4523367,52.527434
n10603039950,forward,13.4294976,52.5541671
n9368078942,backward,13.5696034,52.4418647
n9837793941,forward,13.5625412,52.4372894
n9523225020,backward,13.4923394,52.6368426
n10225437065,backward,13.4435331,52.4176871
n10030806330,forward,13.4608815,52.5298488
n10870362526,backward,13.4923004,52.4498689
n10871432050,forward,13.4564554,52.4429227
n10224717204,backward,13.3708468,52.5179075
n11921932090,forward,13.3956189,52.4542646
n4754970498,backward,13.6313381,52.5169985
n10051074606,backward,13.6064325,52.5046761
n10172984643,backward,13.6012594,52.4806723
n10047558039,backward,13.5266558,52.5691618
n10976515475,forward,13.5890387,52.4697739
n11400150341,backward,13.3239256,52.5423057
n10975947016,backward,13.5788018,52.4651292
n10196222665,backward,13.3951457,52.5243352
n276577339,backward,13.3340015,52.5414023
n10219253875,forward,13.5195401,52.4948007
n11063436367,forward,13.3104319,52.515975
n9953878489,backward,13.6205023,52.5378498
n9557081896,forward,13.5750921,52.4872496
n11387639770,forward,13.4072865,52.4269269
n10024045356,backward,13.5001555,52.5327068
n10060005309,forward,13.5617713,52.5022626
n10224844724,backward,13.4064175,52.4274873
n9975296736,forward,13.5389816,52.5400197
n10047214012,backward,13.5133795,52.5680681
n8672066624,forward,13.5782059,52.4202924
n10982153296,forward,13.3172656,52.5138184
n10601853891,forward,13.4374055,52.5546688
n11401068364,forward,-71.6231315,42.357797
n10575978039,forward,13.5016553,52.5661319
n10042284904,backward,13.496987,52.5463253
n11057880599,backward,13.1320123,52.4508351
n10211670890,backward,13.5096815,52.443859
n9520912093,forward,13.6477727,52.3767021
n9974144265,backward,13.5694556,52.5407938
n9381204304,forward,13.5712822,52.5283742
n9547331613,forward,13.4317377,52.6244435
n10750311730,backward,13.4771865,52.6209095
n10880579395,forward,13.4683175,52.5621524
n10118862934,backward,13.494834,52.5037913
n9966951906,backward,13.5659336,52.5190993
n10042261419,backward,13.4935347,52.5447878
n9371856728,forward,13.5890079,52.405432
n4542091090,backward,13.4975204,52.5119357
n10012565293,backward,13.5292596,52.5285112
n10188486606,forward,13.4354254,52.5146489
n9523225028,backward,13.4935955,52.6359613
n10171166885,forward,13.607,52.5336311
n8557172635,backward,13.4776188,52.5267119
n8918297356,forward,13.3620073,52.4152086
n11311290697,forward,13.4996701,52.5345978
n10607777340,forward,13.4183563,52.5598177
n10609414483,,13.411928,52.5427181
n11057897594,forward,13.1383756,52.4522893
n8349030277,backward,13.5734206,52.5523846
n10221294673,,13.5312378,52.4154577
n10653458218,backward,13.3490038,52.551919
n2960558400,backward,13.43137,52.6169365
n10694233648,forward,13.4331351,52.4449123
n11047486062,backward,13.1320244,52.4629054
n11384905509,backward,13.4052086,52.5907385
n9544168255,forward,13.5195855,52.5532252
n10010503052,backward,13.5627009,52.4461371
n11368232971,forward,13.3763797,52.5361548
n10554290230,backward,13.4675169,52.4960496
n9671339448,forward,13.6308298,52.3957054
n10142982320,forward,13.5849485,52.5154336
n10219089464,backward,13.5196066,52.4807771
n9990149901,forward,13.5401067,52.5100946
n10584468745,forward,13.4476476,52.5445328
n9109817664,backward,13.5254007,52.5136358
n4862634904,backward,13.4523684,52.539347
n8664475682,backward,13.4271046,52.5632591
n10017646352,backward,13.5373321,52.5403052
n10727815669,backward,13.5786652,52.4441415
n10814333898,forward,13.5038837,52.4409915
n2953926275,forward,13.4141595,52.5197889
n10852835926,forward,13.4626355,52.4881555
n7603881598,backward,13.3270325,52.4982352
n8439733862,backward,13.6333174,52.5228706
n10031393834,forward,13.4291856,52.5256429
n10187678373,backward,13.4784441,52.5070191
n9544315353,forward,13.5065925,52.5511142
n9990490396,backward,13.5327552,52.5109194
n710128415,backward,13.4994544,52.5014029
n10154179590,backward,13.5664736,52.4847684
n10286885069,forward,13.5632384,52.5718946
n9971709040,forward,13.556424,52.5229729
n10062827237,forward,13.6068154,52.513911
n11401085469,forward,-71.6236798,42.3553092
n5208996827,backward,13.4301058,52.6209497
n10219089421,backward,13.5167344,52.4707502
n11009717054,,13.5268957,52.4286969
n10781714559,forward,13.6132328,52.4778644
n9898678559,forward,13.608615,52.5319278
n10578325107,forward,13.3854961,52.5234476
n10679732479,backward,13.4803746,52.4531466
n9547032747,backward,13.4337233,52.6066331
n9961674994,forward,13.554717,52.557755
n9872207995,backward,13.4790655,52.6431556
n10536503183,forward,13.4540804,52.5221496
n10923813429,backward,13.42371,52.5551005
n10569682011,backward,13.4455109,52.5176791
n11297329487,backward,13.4706891,52.482724
n9554572324,forward,13.5746453,52.4669304
n11116536533,backward,13.659036,52.3735907
n10576060091,forward,13.449447,52.5531113
n5453718487,backward,13.2522457,52.4350437
n10219089420,forward,13.5168407,52.4707077
n10576086102,forward,13.4337129,52.549474
n10596400405,forward,13.4075306,52.554406
n10554477598,forward,13.6988982,52.4412415
n10542243367,forward,13.486093,52.4967898
n9961917965,forward,13.5392649,52.5389133
n9644153161,forward,13.4341868,52.4864021
n10221294640,forward,13.5541745,52.4128449
n10279466959,backward,13.3497109,52.5420126
n12052988005,forward,13.7052972,52.4020698
n10565758842,forward,13.4715533,52.5322163
n10569682071,forward,13.4511757,52.5181774
n6874343212,backward,13.561156,52.4024628
n9976203234,forward,13.5192896,52.5327966
n10033888262,forward,13.5490047,52.5687602
n10597908152,backward,13.4149613,52.5550603
n10058956798,forward,13.5716753,52.4922756
n2393739457,forward,13.5594708,52.475968
n9855126639,forward,13.3804789,52.6340907
n10540028069,backward,13.4900836,52.4934267
n10220711964,forward,13.29701,52.5117969
n10171930500,backward,13.6120144,52.4966459
n10284292681,forward,13.3697991,52.5084607
n10542596387,forward,13.5138251,52.4624907
n10153888767,forward,13.5789758,52.4862268
n8589605746,forward,13.5479531,52.5163699
n10771343085,backward,13.3975868,52.5292898
n10923789704,backward,13.4265464,52.5553498
n9544315327,backward,13.5118217,52.5506677
n10171767779,forward,13.6200765,52.4970305
n1790511551,,13.4659404,52.5520203
n9986606791,backward,13.5340959,52.4805933
n10692625193,forward,13.3675131,52.4556717
n10711368089,backward,13.4891085,52.5516504
n11372727711,backward,13.3738866,52.5633035
n8481961910,forward,13.3909243,52.4574343
n10175203776,forward,13.6254722,52.4935621
n11401068367,forward,-71.6233596,42.3551668
n10605426145,forward,13.4528,52.5485113
n10225258979,forward,13.4258052,52.4137355
n9696617611,backward,13.4581992,52.5548116
n10305072594,backward,13.5992287,52.4520128
n10550702444,backward,13.6244255,52.4505096
n10629434708,forward,13.4067917,52.5355817
n9544315361,forward,13.5056339,52.5514029
n10029234839,forward,13.4917294,52.5342476
n10281782497,backward,13.3473835,52.5307237
n9748830378,backward,13.4076496,52.5739026
n10059919809,forward,13.5615142,52.5060184
n10880579397,backward,13.468624,52.5621173
n10595421653,backward,13.4382896,52.5462689
n10813983429,backward,13.6623431,52.4116135
n10828641270,backward,13.510267,52.4043734
n10057811053,backward,13.5837157,52.5028528
n11133597496,backward,13.3336064,52.5211728
n10054939864,forward,13.5987696,52.505148
n9665718897,backward,13.5072175,52.4474727
n10224973338,backward,13.3987532,52.4182146
n4418011672,forward,13.618713,52.4554324
n8442020204,forward,13.6208102,52.5137065
n11400953154,forward,13.516658,52.4707809
n275703550,backward,13.2855782,52.486681
n10653396197,forward,13.3978088,52.5464134
n9837879700,backward,13.5470008,52.4316211
n9896533444,forward,13.469747,52.6142896
n10216734528,backward,13.4965565,52.4416209
n10559094666,backward,13.3854002,52.5178317
n10041233946,forward,13.4866715,52.5409285
n11163207567,backward,13.3555839,52.5775443
n10576031595,backward,13.4863943,52.5656815
n9488717772,backward,13.655062,52.4161058
n9292075293,backward,13.1379552,52.5330675
n10895759649,forward,13.5311645,52.4304184
n10975994405,backward,13.5834575,52.463246
n10813983415,forward,13.6648813,52.4132093
n9553608403,forward,13.5794992,52.4590613
n9837765381,backward,13.5605672,52.4435731
n7991486360,backward,13.442025,52.4884475
n9837793942,backward,13.5629198,52.4372874
n11071172935,backward,13.4401715,52.4895325
n5548926589,backward,13.5591445,52.4155423
n9162512615,forward,13.5439115,52.5164489
n9544168256,forward,13.5197715,52.5530471
n11364617260,backward,13.4590105,52.5012541
n9193810071,forward,13.6200775,52.5395488
n10556475764,backward,13.4899468,52.4636877
n10597908151,forward,13.4147875,52.5561609
n9211514523,backward,13.541842,52.5257051
n11043256271,forward,13.1436558,52.4560341
n10188039551,backward,13.4635351,52.5106958
n5453718489,backward,13.2508046,52.4348478
n9567431317,backward,13.5795412,52.5009039
n9699516329,forward,13.4840474,52.4678455
n10804114570,forward,13.636433,52.4593873
n10291359779,forward,13.5718236,52.5682628
n9544496989,forward,13.5047667,52.5634219
n10684929354,backward,13.5091595,52.5034104
n10539872206,forward,13.4857405,52.4965023
n9082407412,backward,13.5132439,52.5394683
n10842006592,forward,13.5918335,52.5395926
n8788765816,backward,13.5510906,52.5159501
n10583447349,backward,13.466137,52.5504597
n10198864330,forward,13.665325,52.4103146
n10211670883,backward,13.5056789,52.443654
n9965366297,forward,13.5647864,52.5443623
n3522290022,backward,13.5777358,52.4439315
n10813862357,forward,13.5093609,52.4961339
n8281309474,forward,13.3804801,52.5731207
n10554469877,backward,13.6902752,52.4411867
n8511247228,backward,13.6248741,52.5397292
n10057478896,backward,13.5898437,52.480088
n12039816179,forward,13.4643366,52.5976132
n11292756776,backward,13.4842861,52.4630987
n9855071272,backward,13.3826152,52.6304092
n9660415145,backward,13.1619878,52.5516205
n9852432962,forward,13.426476,52.6032981
n10058956807,backward,13.5702578,52.4925333
n9669479946,forward,13.6344552,52.38686
n9655236532,backward,13.5422931,52.429481
n10576164872,backward,13.4699439,52.5673251
n11388085636,backward,13.380697,52.4342922
n263122470,forward,13.3409809,52.4764082
n9853092085,backward,13.4198362,52.6063577
n10216714199,forward,13.4928139,52.4385045
n10211110894,backward,13.4950433,52.4317628
n8512876833,forward,13.5873979,52.5456801
n10593326400,forward,13.4307232,52.5110602
n4394888011,forward,13.3741125,52.5305835
n11363994868,backward,13.4635859,52.5080265
n11047486072,backward,13.1299015,52.464157
n8756131860,forward,13.5566771,52.5226272
n11383122069,forward,13.4485414,52.457315
n9966893896,forward,13.5649442,52.5222687
n10814141034,backward,13.50487,52.4449668
n8432551920,forward,13.5906736,52.5294453
n8511240911,forward,13.6306404,52.5393289
n9837637425,backward,13.53648,52.3999457
n10225013101,forward,13.4001796,52.4156822
n10981841493,forward,13.4519131,52.5472895
n4799491051,backward,13.4597134,52.6164241
n10032708850,backward,13.5138537,52.5328239
n10050163131,forward,13.582316,52.5029333
n10981841494,backward,13.4500503,52.5470289
n11135562995,forward,13.3183588,52.5259429
n10576031570,forward,13.4922087,52.5649444
n9982795319,forward,13.5239099,52.5130436
n1696656165,backward,13.4808432,52.4110175
n10197105240,forward,13.583213,52.4622124
n11662686682,backward,13.3971542,52.5133014
n10055376470,forward,13.6132955,52.5050258
n9645324057,forward,13.5887021,52.526659
n10558860560,backward,13.3095338,52.5136586
n11347650698,forward,13.4552142,52.5079189
n9119795497,forward,13.3845882,52.5911884
n10211117622,,13.4985644,52.4337987
n10959849671,backward,13.3611694,52.5769809
n11297538751,backward,13.476672,52.4763765
n11228312654,backward,13.3786587,52.5050678
n12137074327,forward,13.3980378,52.5071253
n9357334190,backward,13.4211475,52.5450963
n10030793037,backward,13.4687707,52.5347267
n9646002159,forward,13.5862638,52.5393332
n11451639031,backward,13.3063771,52.4884841
n9557081897,backward,13.5747956,52.4873375
n10713425401,backward,13.4718431,52.5598619
n11346476438,,13.4632232,52.5114413
n8655885694,backward,13.560597,52.487613
n10010690909,backward,13.5651042,52.4456347
n10690128769,,13.4126098,52.5593498
n10690069708,forward,13.4125923,52.5621106
n4406799374,backward,13.3661318,52.5245391
n8968583898,forward,13.2983164,52.6392442
n11043256279,backward,13.1423702,52.455082
n10042284898,backward,13.4988658,52.544502
n4406799589,backward,13.3663139,52.5426229
n8728069785,forward,13.5542972,52.5439886
n9509176666,forward,13.3704411,52.6177101
n10225258972,forward,13.427754,52.4206441
n10223327374,backward,13.4647806,52.425901
n10584468718,forward,13.4519783,52.542956
n7850084115,forward,13.5331401,52.4337733
n10882954118,forward,13.4031141,52.4985171
